5F07F107137;F;07;F;107137;65A; ; ; ; ; ; ;
5F07D107151;F;07;D;107151;65A; ; ; ; ; ; ;
5F07D107158;F;07;D;107158;65A; ; ; ; ; ; ;
5F07D107167;F;07;D;107167;65A; ; ; ; ; ; ;
5F08D107171;F;08;D;107171;76A; ; ; ; ; ; ;
5F07U107172;F;07;U;107172;65A; ; ; ; ; ; ;
5F07U107178;F;07;U;107178;65A; ; ; ; ; ; ;
5F07U107181;F;07;U;107181;65A; ; ; ; ; ; ;
5F08F107192;F;08;F;107192;76A;H;82;02D;51;1;6;
5F07F107202;F;07;F;107202;65A; ; ; ; ; ; ;
5F07F107208;F;07;F;107208;65A; ; ; ; ; ; ;
5F07F107209;F;07;F;107209;65A; ; ; ; ; ; ;
5F07U107210;F;07;U;107210;65A; ; ; ; ; ; ;
5F07U107212;F;07;U;107212;65A; ; ; ; ; ; ;
5F07U107214;F;07;U;107214;65A; ; ; ; ; ; ;
5F07F107216;F;07;F;107216;65A; ; ; ; ; ; ;
5F07F107223;F;07;F;107223;65A;J;85;02D;53;1;6;
5F07F107229;F;07;F;107229;65A;M;85;02D;53;1;6;
5F07F107237;F;07;F;107237;65A;J;85; ; ;1;6;
5F07F107238;F;07;F;107238;65A; ; ; ; ; ; ;
5F07U107241;F;07;U;107241;65A; ; ; ; ; ; ;
5F07U107243;F;07;U;107243;65A; ; ; ; ; ; ;
5F07U107246;F;07;U;107246;65A; ; ; ; ; ; ;
5F07F107248;F;07;F;107248;65A; ; ; ; ; ; ;
5F08F107252;F;08;F;107252;76A;3;46;01D;55; ; ;
5F08D107259;F;08;D;107259;76A;Y;82;02D;55;1;5;
5F07F107266;F;07;F;107266;65A;J;86;02D;55;1;6;
5F07F107277;F;07;F;107277;65A; ; ; ; ; ; ;
5F07F107282;F;07;F;107282;65A;J;86;02D;55;1;6;
5F08F107307;F;08;F;107307;76A;Y;82; ;61;1;6;
5F07F107310;F;07;F;107310;65A;M;82;12D;62; ;1;
5F07U107333;F;07;U;107333;65A;M;82;02D;63;5;1;
5F07D107387;F;07;D;107387;65A;P;49;30C;65;1;6;
5F07U107405;F;07;U;107405;65A;J;45; ; ;5;1;
5F07F107559;F;07;F;107559;65A;J;85;02D;21;1;6;
5F07F107563;F;07;F;107563;65A;A;85; ; ;1;6;
5F07U107569;F;07;U;107569;65A;M;85;03D;22; ;1;
5F07U107580;F;07;U;107580;65A; ; ;03D; ; ;1;
5F08D107613;F;08;D;107613;76A; ; ; ; ; ; ;
5F07F107614;F;07;F;107614;65A;O;86; ; ;1;6;
5F07U107623;F;07;U;107623;65A;M;86;03D;25;5;1;
5F08F107656;F;08;F;107656;76A;J;45;02D;31;1;6;
5F08F107658;F;08;F;107658;76A; ; ; ; ; ; ;
5F08F107665;F;08;F;107665;76A;H; ; ; ; ; ;
5F08F107669;F;08;F;107669;76A;M; ; ; ; ; ;
5F08D107671;F;08;D;107671;76A;M;85;06D;32;1;6;
5F08D107733;F;08;D;107733;76A;J;25;03D;36;1;5;
5F07U107767;F;07;U;107767;65A;M;85;03D;41;5;1;
5F08D107770;F;08;D;107770;76A; ; ; ; ; ; ;
5F08U107772;F;08;U;107772;76A; ; ; ; ; ; ;
5F07F107775;F;07;F;107775;65A; ; ; ; ; ; ;
5F07F107777;F;07;F;107777;65A; ; ; ; ; ; ;
5F07F107781;F;07;F;107781;65A; ; ; ; ; ; ;
5F08F107783;F;08;F;107783;76A; ; ; ; ; ; ;
5F07F107784;F;07;F;107784;65A; ; ; ; ; ; ;
5F07F107785;F;07;F;107785;65A; ; ; ; ; ; ;
5F07F107788;F;07;F;107788;65A; ; ; ; ; ; ;
5F07F107789;F;07;F;107789;65A; ; ; ; ; ; ;
5F08F107790;F;08;F;107790;76A; ; ; ; ; ; ;
5F07F107791;F;07;F;107791;65A; ; ; ; ; ; ;
5F08D107810;F;08;D;107810;76A;M;85;03D;44;1;5;
5F07F107823;F;07;F;107823;65A; ; ; ; ; ; ;
5F07D107854;F;07;D;107854;65A; ; ; ; ; ; ;
5F07U107866;F;07;U;107866;65A; ; ; ; ; ; ;
5F07F107868;F;07;F;107868;65A; ; ; ; ; ; ;
5F07F107873;F;07;F;107873;65A; ; ; ; ; ; ;
5F08F107895;F;08;F;107895;76A; ; ; ; ; ; ;
5F07U107903;F;07;U;107903;65A; ; ; ; ; ; ;
5F08F107907;F;08;F;107907;76A;3;86;03D;55;1;6;
5F07F107912;F;07;F;107912;65A; ; ; ; ; ; ;
5F07F107925;F;07;F;107925;65A;A;85; ; ;1;5;
5F07F107928;F;07;F;107928;65A;A;86;03D;55;1;6;
5F07F108092;F;07;F;108092;65A;J;45;06D;86;A;1;
5F07D108120;F;07;D;108120;65A; ; ; ; ; ; ;
5F07F108174;F;07;F;108174;65A;J;85; ; ;1;6;
5F07F108178;F;07;F;108178;65A; ; ; ; ; ; ;
5F07D108318;F;07;D;108318;65A;H;82;06D;21;1;6;
5F07D108329;F;07;D;108329;65A; ; ; ; ; ; ;
5F07F108346;F;07;F;108346;65A;M;89;07D;53;1;6;
5F07F108409;F;07;F;108409;65A;J; ; ; ; ;1;
5F08D108414;F;08;D;108414;76A; ; ; ; ; ; ;
5F07F108463;F;07;F;108463;65A; ; ; ; ; ; ;
5F08F108594;F;08;F;108594;76A; ; ; ; ; ; ;
5F07F108636;F;07;F;108636;65A; ; ; ; ; ; ;
5F07U108637;F;07;U;108637;65A; ; ; ; ; ; ;
5F07U108673;F;07;U;108673;65A;A;46;06D;33;5;1;
5F07F108753;F;07;F;108753;65A; ; ; ; ; ; ;
5F08F108763;F;08;F;108763;76A;J;86; ;41;1;6;
5F07F108780;F;07;F;108780;65A; ; ; ; ; ; ;
5F07U108783;F;07;U;108783;65A;J;86;06D;41;5;1;
5F07F108786;F;07;F;108786;65A; ; ; ; ; ; ;
5F07F108787;F;07;F;108787;65A; ; ; ; ; ; ;
5F07U108788;F;07;U;108788;65A; ; ; ; ; ; ;
5F07F108792;F;07;F;108792;65A; ; ; ; ; ; ;
5F07F108798;F;07;F;108798;65A; ; ; ; ; ; ;
5F07F108806;F;07;F;108806;65A; ; ; ; ; ; ;
5F07F108812;F;07;F;108812;65A; ; ; ; ; ; ;
5F07F108826;F;07;F;108826;65A; ; ; ; ; ; ;
5F07F108828;F;07;F;108828;65A; ; ; ; ; ; ;
5F07D108835;F;07;D;108835;65A; ; ; ; ; ; ;
5F07F108837;F;07;F;108837;65A;M;85;06D;45;1;1;
5F07F108850;F;07;F;108850;65A; ; ; ; ; ; ;
5F07F108867;F;07;F;108867;65A; ; ; ; ; ; ;
5F07F108868;F;07;F;108868;65A; ; ; ; ; ; ;
5F07D108893;F;07;D;108893;65A; ; ; ; ; ; ;
5F07F108894;F;07;F;108894;65A; ; ; ; ; ; ;
5F07D108895;F;07;D;108895;65A; ; ; ; ; ; ;
5F07D108896;F;07;D;108896;65A; ; ; ; ; ; ;
5F07D108899;F;07;D;108899;65A; ;86; ; ;1;6;
5F07U108904;F;07;U;108904;65A; ; ; ; ; ; ;
5F07U108906;F;07;U;108906;65A; ; ; ; ; ; ;
5F07F108909;F;07;F;108909;65A; ; ; ; ; ; ;
5F07F108913;F;07;F;108913;65A; ; ; ; ; ; ;
5F07F108931;F;07;F;108931;65A;J;86;06D;53;1;6;
5F07U108943;F;07;U;108943;65A;J;45;07D;53;5;1;
5F07F108945;F;07;F;108945;65A; ; ; ; ; ; ;
5F07F108952;F;07;F;108952;65A; ; ; ; ; ; ;
5F07F108957;F;07;F;108957;65A; ; ; ; ; ; ;
5F07U108962;F;07;U;108962;65A; ; ; ; ; ; ;
5F07F108964;F;07;F;108964;65A; ; ; ; ; ; ;
5F07F109031;F;07;F;109031;65A; ; ; ; ; ; ;
5F07F109032;F;07;F;109032;65A;J;45;07D;65;1;6;
5F08D109042;F;08;D;109042;76A; ; ; ; ; ; ;
5F07U109128;F;07;U;109128; ; ; ; ; ; ; ;
5F08D109180;F;08;D;109180;76A;M;85;06D;34;1;6;
5F07F109184;F;07;F;109184;65A;H;82;08D;34;1;6;
5F07D109186;F;07;D;109186;65A;H;42;07D;34;1;6;
5F07U109352;F;07;U;109352;65A; ; ; ; ; ; ;
5F07F109377;F;07;F;109377;65A;M;89;07D;53;1;6;
5F07F109381;F;07;F;109381;65A;A;46; ; ;1;6;
5F07D109395;F;07;D;109395;65A;V;85;06D;63;1;5;
5F07U109412;F;07;U;109412; ; ; ;03D; ; ; ;
5F08D109421;F;08;D;109421;76A;J;85;07D;12;1;6;
5F08F109425;F;08;F;109425;76A;J;85;07D;13;1;6;
5F08F109429;F;08;F;109429;76A;M;85;06D;13;1;6;
5F08D109463;F;08;D;109463;76A; ;86;07D;24;1;6;
5F07U109471;F;07;U;109471;65A;M;85;06D;25;5;1;
5F08F109483;F;08;F;109483;76A;M; ;07D; ; ;6;
5F08D109492;F;08;D;109492;76A;N;85;06D;26;1;6;
5F07F109512;F;07;F;109512;65A; ; ; ; ; ; ;
5F07U109567;F;07;U;109567;65A; ; ; ; ; ; ;
5F08D109572;F;08;D;109572;76A;S;86;06D;35;1;5;
5F08D109605;F;08;D;109605;76A; ; ; ; ; ; ;
5F08F109606;F;08;F;109606;76A; ; ; ; ; ; ;
5F08D109608;F;08;D;109608;76A; ; ; ; ; ; ;
5F08D109609;F;08;D;109609;76A; ; ; ; ; ; ;
5F08D109613;F;08;D;109613;76A;M;86;07D;45;1;5;
5F08D109620;F;08;D;109620;76A; ; ; ; ; ; ;
5F08F109634;F;08;F;109634;76A;J;86; ; ;1;6;
5F08D109637;F;08;D;109637;76A;A;86;06D;62;1;6;
5F07D109656;F;07;D;109656;65A;A;26; ; ;1;6;
5F08D109664;F;08;D;109664;76A;M;86;06D;72;1;5;
5F08D109727;F;08;D;109727;76A; ; ; ; ; ; ;
5F08D109729;F;08;D;109729;76A;M;85;07D;44;1;5;
5F07D109761;F;07;D;109761;65A; ; ; ; ; ; ;
5F08F109764;F;08;F;109764;76A;H;82;11D;64;1;6;
5F08D109778;F;08;D;109778;76A;Y;82;07D;43; ; ;
5F08F109817;F;08;F;109817;76A;H;49;08D;13;1;6;
5F08D109847;F;08;D;109847;76A;X;86;07D;23;1;6;
5F08U109848;F;08;U;109848;76A;H;82;08D;23;5;6;
5F08F109849;F;08;F;109849;76A;X;89;07D;23;1;6;
5F08D109892;F;08;D;109892;76A; ; ; ; ; ; ;
5F08D109899;F;08;D;109899;76A; ; ; ; ; ; ;
5F08D109905;F;08;D;109905;76A; ; ; ; ; ; ;
5F07D109908;F;07;D;109908;65A; ; ; ; ; ; ;
5F07F109910;F;07;F;109910;65A; ; ; ; ; ; ;
5F08D109912;F;08;D;109912;76A; ; ; ; ; ; ;
5F07F110006;F;07;F;110006;65A;M;86;08D;72;1;6;
5F07F110059;F;07;F;110059;65A;Y;82;08D;74;1;6;
5F07D110062;F;07;D;110062;65A;J;86;08D;74;1;6;
5F07F110078;F;07;F;110078;65A;Y;42;08D;75;1;6;
5F07F110094;F;07;F;110094;65A;J;45;08D;81;1;F;
5F07F110098;F;07;F;110098;65A;D;46;08D;81;1;6;
5F07D110188;F;07;D;110188;65A; ; ; ; ; ; ;
5F07D110189;F;07;D;110189;65A; ; ; ; ; ; ;
5F07D110191;F;07;D;110191;65A;3;86;08D;84;1;5;
5F09A110196;F;09;A;110196;63A;X;26;07K;45;1;5;
5F08F110242;F;08;F;110242;76A;X;46;08D;26;1;6;
5F08F110264;F;08;F;110264;76A; ; ; ; ; ; ;
5F07F110268;F;07;F;110268;65A; ; ; ; ; ; ;
5F07D110278;F;07;D;110278;65A;M;82;08D;71;1;6;
5F08D110279;F;08;D;110279;76A;J;85;08D;73;1;5;
5F08D110281;F;08;D;110281;76A;V;86;09D;74;1;6;
5F08F110283;F;08;F;110283;76A;H;42;09D;74;1;6;
5F07D110353;F;07;D;110353;65A;X;86;08D;61;1;6;
5F07F110360;F;07;F;110360;65A; ; ; ; ; ; ;
5F08F110365;F;08;F;110365;76A; ; ; ; ; ; ;
5F08D110366;F;08;D;110366;76A;M;86;08D;55;1;6;
5F07D110375;F;07;D;110375;65A;A;46;09D;55;1;6;
5F08D110380;F;08;D;110380;76A;M;89;08D;71;1;6;
5F07F110431;F;07;F;110431;65A; ; ; ; ; ; ;
5F08D110490;F;08;D;110490;76A;M;85;09D;13;1;5;
5F08F110519;F;08;F;110519;76A;3;86;09D;23;6;1;
5F08D110554;F;08;D;110554;76A;J;85;09D;22;1;6;
5F08D110588;F;08;D;110588;76A;M;85;09D; ; ; ;
5F07U110606;F;07;U;110606;65A;M;85;09D;24;5;6;
5F07U110635;F;07;U;110635;65A;I;85; ; ;5;1;
5F07F110641;F;07;F;110641;65A;K;56;09D;26;1;6;
5F07F110667;F;07;F;110667;65A;F;82;09D;31;1;1;
5F08F110693;F;08;F;110693;76A;J;85;09D;32;1;6;
5F08F110715;F;08;F;110715;76A; ; ; ; ; ; ;
5F08D110720;F;08;D;110720;76A; ; ; ; ; ; ;
5F08D110727;F;08;D;110727;76A;X;46;09D; ;2;5;
5F07F110770;F;07;F;110770;65A; ; ; ; ; ; ;
5F08F110780;F;08;F;110780;76A; ; ; ; ; ; ;
5F08D110782;F;08;D;110782;76A; ; ; ; ; ; ;
5F07D110785;F;07;D;110785;65A; ; ; ; ; ; ;
5F07F110788;F;07;F;110788;65A; ; ; ; ; ; ;
5F07F110794;F;07;F;110794;65A; ; ; ; ; ; ;
5F07D110801;F;07;D;110801;65A; ; ; ; ; ; ;
5F07F110804;F;07;F;110804;65A; ; ; ; ; ; ;
5F07D110805;F;07;D;110805;65A;M;46;09D;71;1;6;
5F07D110817;F;07;D;110817;65A; ; ; ; ; ; ;
5F07F110823;F;07;F;110823;65A; ; ;09D;54; ; ;
5F07F110825;F;07;F;110825;65A; ; ; ; ; ; ;
5F08F110832;F;08;F;110832;76A;P;89;09D;61;1;6;
5F07D110842;F;07;D;110842;65A; ; ; ; ; ; ;
5F07D110850;F;07;D;110850;65A;O;46; ; ;1;6;
5F07F110881;F;07;F;110881; ; ; ; ; ; ; ;
5F07D110895;F;07;D;110895;65A;M;46;09D;71;1;6;
5F07D110911;F;07;D;110911;65A;Y;82; ; ;1;6;
5F07D110929;F;07;D;110929;65A;M;49;09D;71;2;6;
5F07D110939;F;07;D;110939;65A;3;46;09D;71;1;6;
5F07F110952;F;07;F;110952;65A;J;85;09D;71;1;6;
5F07F111024;F;07;F;111024;65A;J;89;13D;74;1;6;
5F07D111071;F;07;D;111071;65A;A;86; ; ;1;5;
5F07D111088;F;07;D;111088;65A;M;89;09D;23;1;6;
5F08D111089;F;08;D;111089;76A;A;85;10D;23;1;6;
5F08D111100;F;08;D;111100;76A;A;85;08D;23;1;5;
5F08F111125;F;08;F;111125;76A;J; ; ; ; ; ;
5F07F111135;F;07;F;111135;65A;M;85;10D;33;1;6;
5F07D111169;F;07;D;111169;65A; ; ; ; ; ; ;
5F07F111172;F;07;F;111172;65A;S;46;13D;74;1;6;
5F07F111215;F;07;F;111215;65A;J; ; ; ; ; ;
5F07F111413;F;07;F;111413;65A;S; ; ; ; ; ;
5F07D111470;F;07;D;111470;65A;J;85; ; ;1;6;
5F07D111471;F;07;D;111471;65A;M;85;10D;23;1;6;
5F07U111473;F;07;U;111473;65A;H;42;10D;23;1;6;
5F07D111510;F;07;D;111510;65A;K;85;10D;24;1;6;
5F07F111521;F;07;F;111521;65A;3;46;10D;24;1;6;
5F08D111527;F;08;D;111527;76A;J;85;10D;26;1;5;
5F08D111532;F;08;D;111532;76A;J;86; ; ;1;6;
5F07D111556;F;07;D;111556;65A; ; ; ; ; ; ;
5F07F111585;F;07;F;111585;65A;M;85;10D;34;1;6;
5F08U111622;F;08;U;111622;76A; ; ; ; ; ; ;
5F08D111626;F;08;D;111626;76A;M;46;10D;42;1;6;
5F08D111630;F;08;D;111630;76A; ; ; ; ; ; ;
5F07D111632;F;07;D;111632;65A; ; ; ; ; ; ;
5F08F111635;F;08;F;111635;76A; ; ; ; ; ; ;
5F07F111636;F;07;F;111636;65A; ; ; ; ; ; ;
5F07F111639;F;07;F;111639;65A; ; ; ; ; ; ;
5F07F111643;F;07;F;111643;65A; ; ; ; ; ; ;
5F07D111647;F;07;D;111647;65A; ; ; ; ; ; ;
5F07D111649;F;07;D;111649;65A; ; ; ; ; ; ;
5F07F111651;F;07;F;111651;65A; ; ; ; ; ; ;
5F07D111661;F;07;D;111661;65A; ; ; ; ; ; ;
5F07F111668;F;07;F;111668;65A; ; ; ; ; ; ;
5F07D111670;F;07;D;111670;65A; ; ; ; ; ; ;
5F07D111671;F;07;D;111671;65A; ; ; ; ; ; ;
5F08F111724;F;08;F;111724;76A; ; ; ; ;1;6;
5F07F111767;F;07;F;111767;65A;M;49;10D;71;6;6;
5F08D111793;F;08;D;111793;76A;J;86;13D;71;1;6;
5F08D111799;F;08;D;111799;76A;M;89;10D;71;1;6;
5F07D111817;F;07;D;111817;65A; ; ; ; ; ; ;
5F07D111824;F;07;D;111824;65A; ; ; ; ; ; ;
5F07D111860;F;07;D;111860;65A;M;46;13D;71;3;6;
5F07F111908;F;07;F;111908;65A;P;89; ; ;1;6;
5F08F111909;F;08;F;111909;76A;M; ; ; ; ; ;
5F08D111943;F;08;D;111943;76A;M; ; ; ;1;6;
5F08D111982;F;08;D;111982;76A; ; ; ; ; ; ;
5F07F111998;F;07;F;111998;65A;P;89;10D; ;1;6;
5F07F112006;F;07;F;112006;65A;J;85;13D; ;1;6;
5F07D112021;F;07;D;112021;65A;A;85;21D;31;1;6;
5F07D112082;F;07;D;112082;65A;J;85;13D;22;1;5;
5F08F112108;F;08;F;112108;76A;H;82;14D;23;1;6;
5F08D112112;F;08;D;112112;76A;X;86;14D;23;1;5;
5F07D112130;F;07;D;112130;65A;J;85;14D;23;1;5;
5F07D112193;F;07;D;112193;65A; ; ; ; ; ; ;
5F08D112200;F;08;D;112200;76A;Y;82;13D;26;1;5;
5F08F112225;F;08;F;112225;76A;H;42;13D;31;1;6;
5F08F112257;F;08;F;112257;76A; ; ; ; ; ; ;
5F08F112296;F;08;F;112296;76A;Y;82;14D;33;1;6;
5F08D112316;F;08;D;112316;76A;J;45;13D;36;1;6;
5F07F112332;F;07;F;112332;65A; ; ; ; ; ; ;
5F07D112343;F;07;D;112343;65A; ; ; ; ; ; ;
5F07D112345;F;07;D;112345;65A;J;85; ; ;1;6;
5F08D112353;F;08;D;112353;76A; ; ; ; ; ; ;
5F07F112354;F;07;F;112354;65A; ; ; ; ; ; ;
5F07D112357;F;07;D;112357;65A; ; ; ; ; ; ;
5F08F112358;F;08;F;112358;76A; ; ; ; ; ; ;
5F07F112361;F;07;F;112361;65A; ; ; ; ; ; ;
5F07D112363;F;07;D;112363;65A; ; ; ; ; ; ;
5F08D112365;F;08;D;112365;76A; ; ; ; ; ; ;
5F07D112366;F;07;D;112366;65A; ; ; ; ; ; ;
5F07F112370;F;07;F;112370;65A;3;46;13D;44;1;6;
5F07F112382;F;07;F;112382;65A; ; ; ; ; ; ;
5F07F112383;F;07;F;112383;65A; ; ; ; ; ; ;
5F07F112397;F;07;F;112397;65A; ; ; ; ; ; ;
5F07F112403;F;07;F;112403;65A; ; ; ; ; ; ;
5F07F112406;F;07;F;112406;65A; ; ; ; ; ; ;
5F07F112419;F;07;F;112419;65A; ; ; ; ; ; ;
5F07D112421;F;07;D;112421;65A; ; ; ; ; ; ;
5F07F112427;F;07;F;112427;65A;C;42;13D;51;1;6;
5F08D112456;F;08;D;112456;76A; ; ; ; ; ; ;
5F08F112503;F;08;F;112503;76A; ; ; ; ; ; ;
5F07U112510;F;07;U;112510;65A; ; ; ; ; ; ;
5F08D112541;F;08;D;112541;76A;J;86;13D;72;1;6;
5F07F112545;F;07;F;112545;65A;S;89;13D;72;1;6;
5F07F112566;F;07;F;112566;65A;C;42;13D;72;1;6;
5F07D112594;F;07;D;112594;65A;3;86;13D;72;1;5;
5F08F112617;F;08;F;112617;76A;H;82;14D;84;1;1;
5F08F112628;F;08;F;112628;76A;J;85;08F;11;1;6;
5F08F112632;F;08;F;112632;76A;J;85;13D;84;1;6;
5F08F112639;F;08;F;112639;76A;J;85;13D;84;1;6;
5F08F112640;F;08;F;112640;76A;J;85;13D;84;1;6;
5F08F112643;F;08;F;112643;76A;3;46;13D;84;1;6;
5F08F112664;F;08;F;112664;76A;J;85;13D;84;1;6;
5F08F112746;F;08;F;112746;76A;3;45;14D;13;1;6;
5F07F112761;F;07;F;112761;65A;Y;82;13D;14;1;6;
5F07D112800;F;07;D;112800;65A;J;85; ; ;1;6;
5F08F112815;F;08;F;112815;76A;Y;82;13D;21;1;1;
5F07F112840;F;07;F;112840;65A;M;89;13D;21;1;6;
5F08U112845;F;08;U;112845;76A; ; ; ; ; ; ;
5F07F112858;F;07;F;112858;65A;H;82;14D;21;1;6;
5F07F112866;F;07;F;112866;65A; ; ;14D;22; ; ;
5F07F112870;F;07;F;112870;65A;C;42;14D;22;1;6;
5F07F112878;F;07;F;112878;65A; ; ; ; ; ; ;
5F07F112887;F;07;F;112887;65A;J;85; ; ;1;6;
5F07U112933;F;07;U;112933;65A;M;82;14D;24;5;6;
5F07F112937;F;07;F;112937;65A;J;85;14D;24;1;6;
5F07F112940;F;07;F;112940;65A; ; ; ; ; ; ;
5F07F112948;F;07;F;112948;65A;C;42;13D;24;1;6;
5F07F112953;F;07;F;112953;65A;C;42;13D;24;1;6;
5F07F112957;F;07;F;112957;65A;C;42;14D;24;1;6;
5F07F113001;F;07;F;113001;65A; ; ; ; ; ; ;
5F08F113017;F;08;F;113017;76A;J;86;14D;26;1;6;
5F08D113096;F;08;D;113096;76A;J;86;14D;34;1;6;
5F08F113098;F;08;F;113098;76A; ; ; ; ; ; ;
5F08D113101;F;08;D;113101;76A;M;82;16D;34;1;6;
5F08D113105;F;08;D;113105;76A;M;82;16D;34;1;5;
5F08D113132;F;08;D;113132;76A;J;45; ; ;1;6;
5F08F113142;F;08;F;113142;76A; ; ; ; ; ; ;
5F07F113143;F;07;F;113143;65A; ; ; ; ; ; ;
5F07D113144;F;07;D;113144;65A; ; ; ; ; ; ;
5F07F113147;F;07;F;113147;65A; ; ; ; ; ; ;
5F07F113149;F;07;F;113149;65A; ; ; ; ; ; ;
5F08F113155;F;08;F;113155;76A; ; ; ; ; ; ;
5F08F113157;F;08;F;113157;76A; ; ; ; ; ; ;
5F07U113161;F;07;U;113161;65A; ; ; ; ; ; ;
5F08D113162;F;08;D;113162;76A; ; ; ; ; ; ;
5F07F113170;F;07;F;113170;65A; ; ; ; ; ; ;
5F07D113174;F;07;D;113174;65A; ; ; ; ; ; ;
5F07F113189;F;07;F;113189;65A; ; ; ; ; ; ;
5F07D113195;F;07;D;113195;65A;A;85; ; ;1;6;
5F07F113217;F;07;F;113217;65A; ; ; ; ; ; ;
5F08D113240;F;08;D;113240;76A;3;85; ; ;1;6;
5F07D113245;F;07;D;113245;65A;3;85;13D;62;1;5;
5F07F113248;F;07;F;113248;65A;C;42;13D;63;1;6;
5F07F113249;F;07;F;113249;65A;C;42;13D;63;1;6;
5F07F113250;F;07;F;113250;65A;C;42;13D;63;1;6;
5F07D113252;F;07;D;113252;65A;M;82;14D;63;1;6;
5F07D113278;F;07;D;113278;65A; ; ; ; ; ; ;
5F08F113282;F;08;F;113282;76A;J; ; ; ; ; ;
5F07F113332;F;07;F;113332;65A; ; ; ; ; ; ;
5F07D113333;F;07;D;113333;65A;3;86;14D; ;1;6;
5F07F113343;F;07;F;113343;65A;C;42;14D;71;2;6;
5F07F113357;F;07;F;113357;65A; ; ; ; ; ; ;
5F07F113359;F;07;F;113359;65A; ; ; ; ; ; ;
5F07F113366;F;07;F;113366;65A;C;42;14D;71;2;6;
5F08F113378;F;08;F;113378;76A;M;46;15D;72;1;6;
5F08D113387;F;08;D;113387;76A;J;85;14D;72;1;5;
5F07F113396;F;07;F;113396;65A;C;42;14D;72;1;6;
5F07F113402;F;07;F;113402;65A;C;42;14D;72;1;6;
5F08D113407;F;08;D;113407;76A; ; ; ; ; ; ;
5F07F113418;F;07;F;113418;65A;M;86;14D;72;1;6;
5F08F113429;F;08;F;113429;76A;M;82; ; ;1;5;
5F07F113478;F;07;F;113478;65A;D;46;15D;11;1;6;
5F07D113480;F;07;D;113480;65A; ; ; ; ; ; ;
5F07F113509;F;07;F;113509;65A; ; ; ; ; ; ;
5F07F113599;F;07;F;113599;65A; ; ; ; ; ; ;
5F07F113600;F;07;F;113600;65A;3;86;15D;21;1;6;
5F08U113642;F;08;U;113642;76A;J;85;15D;24;5;6;
5F07F113716;F;07;F;113716;65A; ; ; ; ; ; ;
5F07F113737;F;07;F;113737;65A; ; ; ; ; ; ;
5F07F113739;F;07;F;113739;65A; ; ; ; ; ; ;
5F07D113769;F;07;D;113769;65A;F;49;15D; ;1;5;
5F07F113799;F;07;F;113799;65A;C;42;15D;51;1;6;
5F07F113806;F;07;F;113806;65A; ;45; ; ;1;6;
5F07F113830;F;07;F;113830;65A; ; ; ; ; ; ;
5F08F113842;F;08;F;113842;76A;R;89;14D;41;2;6;
5F08F113860;F;08;F;113860;76A; ; ; ; ; ; ;
5F07F113861;F;07;F;113861;65A; ; ; ; ; ; ;
5F08F113865;F;08;F;113865;76A;J;85;14D;41;1;1;
5F08F113868;F;08;F;113868;76A; ; ; ; ; ; ;
5F07F113870;F;07;F;113870;65A; ; ; ; ; ; ;
5F07F113873;F;07;F;113873;65A; ; ; ; ; ; ;
5F07F113877;F;07;F;113877;65A; ; ; ; ; ; ;
5F07F113882;F;07;F;113882;65A; ; ; ; ; ; ;
5F08D113884;F;08;D;113884;76A; ; ; ; ; ; ;
5F07D113891;F;07;D;113891;65A; ; ; ; ; ; ;
5F08D113893;F;08;D;113893;76A; ; ; ; ; ; ;
5F07D113896;F;07;D;113896;65A; ; ; ; ; ; ;
5F07F113901;F;07;F;113901;65A; ; ; ; ; ; ;
5F07F113920;F;07;F;113920;65A;C;42;15D;51;1;6;
5F07F113921;F;07;F;113921;65A;C;42;15D;51;1;1;
5F07F113922;F;07;F;113922;65A;C;42;15D;51;1;1;
5F07F113923;F;07;F;113923;65A;C;42;15D;51;1;1;
5F08D113932;F;08;D;113932;76A; ; ; ; ; ; ;
5F07D113942;F;07;D;113942;65A; ; ; ; ; ; ;
5F07D113948;F;07;D;113948;65A; ; ; ; ; ; ;
5F07F113959;F;07;F;113959;65A;M;89;15D;55;1;1;
5F07F114050;F;07;F;114050;65A;C;42;13D;64;1;6;
5F07D114098;F;07;D;114098;65A;P;89; ; ;1;6;
5F07D114100;F;07;D;114100;65A;Y;42; ; ;1;6;
5F07F114103;F;07;F;114103;65A;F; ; ; ;1;1;
5F07F114109;F;07;F;114109;65A;D;46;15D;71;1;6;
5F07D114114;F;07;D;114114;65A;3;46;15D;71;1;5;
5F07D114115;F;07;D;114115;65A;Y;82;15D;71;1;6;
5F07F114134;F;07;F;114134;65A;C;42;15D;71;1;6;
5F07D114175;F;07;D;114175;65A;P;89;15D; ; ;5;
5F07F114176;F;07;F;114176;65A;C;42;15D;72;1;6;
5F07F114199;F;07;F;114199;65A;C;42;15D;73;1;6;
5F07D114225;F;07;D;114225;65A;B;46;15D;75;1;1;
5F07D114236;F;07;D;114236;65A;A;46;15D;75;1;6;
5F08D114328;F;08;D;114328;76A;J;86;16D;13;1;6;
5F08D114347;F;08;D;114347;76A;3;86; ; ;1;6;
5F07F114420;F;07;F;114420;65A;M;86; ; ;1;5;
5F07D114455;F;07;D;114455;65A;J;85; ; ;1;5;
5F07D114462;F;07;D;114462;65A; ; ; ; ; ; ;
5F07F114484;F;07;F;114484;65A;M;85;16D;23;1;1;
5F08D114503;F;08;D;114503;76A;A;85; ; ; ;6;
